店铺名称,店铺id,,,,,
有意思嗎沒有意思,http://www.dianping.com/member/39944826,50,口味：5.0 环境：5.0 服务：4.0 性价比：5.0 人均：60元,喜欢的菜： 油淋鸡 蛋黄南瓜,2019-01-30 23:13,也太好吃了吧，三点钟去的时候没开门，跑到附近的麦当劳等，四点半准时进去成为了当天的第一个客人哈哈，因为赶时间，所以就点了三个菜，大肠，油泼鸡，蛋黄南瓜，好吃到哭出来，那个大肠处理的也太干净了，只有脆脆的外壳和软软的里面，一点异味没有，绝对会再来的。	
o_o_jie,http://www.dianping.com/member/2399525,30,口味：4.0 环境：2.0 服务：3.0 性价比：4.0,,2019-01-30 22:51,唔？为什么这是推荐店……「卤大肠」据说比普通大肠好吃，我吃了一块也觉得还行「油淋鸡」鸡肉还挺嫩的「西湖莼菜汤」做的一般般……里面还有奇怪的咸肉丝，木有同里吃的好吃「片儿川」唔，来杭州这次只吃了这家的片儿川，我觉得一般般……「葱油蛏子」很嫩。也蛮肉嘟嘟的，做的还不错总体味道还可以，但没一道菜说很好吃想再吃的就是了……而且环境一般般，最主要是服务真的基本基本没有啊……拿号自己去前台问老板娘拿，点菜前台点，然后我等位时候还看见服务员上错菜，然后怪客户不看清楚为啥就吃的……（客户点的是另外种鸡，服务员上成油淋鸡了）……也是让人十分害怕了应该就是当地比较正宗的苍蝇馆子？？？我也不太懂了……	
满天星美食,http://www.dianping.com/member/690168518,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-01-30 16:31,很少打五星，感觉还是很好吃的，经典的杭邦菜，跟德明饭店有一拼的。卤大肠没差很好吃，大肠卤好后，沾着卤汁吃还是很有风味的，油淋鸡还是很厉害的，鸡先蒸好，然后油淋，再浇上葱油，吃起来有点油条的味道哈哈很香，就是咸蛋黄南瓜不行，入口一个豆腥味，看样子就是用最便宜的豆油炸的，不过理解，还有南瓜是用老南瓜，样子好看，不过口感比不上小青南瓜制作。	
poppy,http://www.dianping.com/member/1193644484,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：74元,喜欢的菜： 油淋鸡,2019-01-30 09:58,餐厅附近在修地铁，停车位有点难找，几百米外有个小型停车场，6元/时，贴在图四下午五点左右到的，排号10号，大概六点半不到开吃的大家可以提前做下功课这样点起菜来就不会手足无措啦，还要有备选，因为有些菜可能卖完啦脆皮大肠是点的三个菜中最喜欢的，有一点点辣辣的，应该是卤汁里的香料京酱肉丝和油淋鸡，葱是菜场送的么？对于不吃葱星人来说挑的我好累啊，另外京酱肉丝有点咸老板娘很实在如果你点的菜可能不是大多数人接受的菜，她会提醒哦	
耶路撒冷的冬天,http://www.dianping.com/member/7182707,30,口味：3.0 环境：2.0 服务：2.0 性价比：3.0,,2019-01-29 23:32,先说口味吧经典菜卤味大肠和油淋鸡味道都还不错但是南瓜真的油到爆炸吸油纸都没一张环境非常恶劣满地垃圾服务就更别说了这种老店都是欠他几百万的脸算是杭州行吃的最不满意的一家也不知道大家排队排个什么热乎劲有这个精力不如去绿茶强太大了	
airwoo,http://www.dianping.com/member/1160067801,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-01-29 16:24,除了要排队要拼桌，就没什么缺点了太好吃了「卤大肠」从来没有吃过这么好吃的大肠而且大肠那股味也没有好像先炸过在卤的，口感和味道都非常好给的大肠蘸料也是一绝，一定要点系列「油淋鸡」好吃，鸡非常嫩，吃起来感觉甜甜的「蛋黄南瓜」对于我来说太咸了	
Sun_,http://www.dianping.com/member/28273849,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,,2019-01-29 15:46,元旦陪老妈逛了一天西湖，晚上决定找点杭州网红来尝尝，小红书上好多网友都推荐，就选择了这家。为了美食和老妈跟着导航暴走了20分钟，批评吃的不要不要的终于找到了这家店，一进门吓死，外面挤满了人，里面也座无虚席，果然网友的嘴巴是最叼的。因为不介意拼桌然后顺利的迟到了这家的美食「卤大肠」卖到缺货的大肠，皮脆肉嫩，鲜鲜甜甜真的好吃极了「油淋鸡」没做必点的鸡，多吃有点腻，但第一口真心不错「三鲜汤」汤底很鲜，材料很足。因为就两个人食量有限，两碗米饭下肚已经很饱了	
爱啃啃,http://www.dianping.com/member/1104809,40,口味：4.0 环境：4.0 服务：4.0 人均：0元,,2019-01-28 23:59,听说很好吃找机会一定要去尝一尝看图片的醉虾都觉得好的嘴馋啊	
柒点三,http://www.dianping.com/member/38104579,50,口味：5.0 环境：5.0 服务：5.0,,2019-01-28 22:13,晚上实在不知道吃啥，朋友灵机一现，说去吃福缘居，正好这家店躺在我收藏里有阵子了，欣然前往。门口排了十几号人，大厅满满当当，愿意拼桌的话可以马上有的吃，当然选择拼桌。点了招牌油淋鸡，滚油过了一遍，鸡皮起褶，但皮内的肉还相当嫩滑，所以人手一份。脆皮大肠，端上来还有余温，微微辣，香，但没有那么脆，所以对我来说不是那么有吸引力。三鲜汤，里面猪皮绝了，特别香，是我吃过最精彩的杭式三鲜汤，值得起立鼓掌。酸辣土豆丝，很下饭，我一个人几乎吃了大半碗，有时不起眼的小道菜更考验功底。总之是家令人满意的好饭馆，相信一定会常来。	
shidifeny,http://www.dianping.com/member/8835391,50,口味：5.0 环境：5.0 服务：5.0 人均：0元,喜欢的菜： 油淋鸡 家常豆腐,2019-01-28 22:03,今日份探店✨福缘居拜托朋友圈的各位吃杭帮菜别再去绿茶、白鹿外婆家了！一家靠大肠行走在江湖的店！脆皮大肠-卤过之后再用油煎，收拾的很干净，表面的脆皮和大肠自带的油脂完美结合！超五星推荐！🌟🌟🌟🌟🌟🌟油淋鸡-偏油，要多在汤汁里泡一会会更好吃，肉质偏干，四星吧🌟🌟🌟🌟爆炒腰花-这道菜还是好食堂做的好，虽然很嫩，但还是会有肝腥味个人不是特别推荐🌟其实还点了家常豆腐，但卖相实在emmm，所以就没有拍，豆腐表皮裹的浆不够厚，所以没有酥脆的外皮，但我和陈先生一致认为是小时候家里的味道，所以想要吃家常菜的可以点！总结，这是一家为了大肠我会再去的店！！	
54fiona,http://www.dianping.com/member/4905959,40,口味：5.0 环境：4.0 服务：4.0,喜欢的菜： 油淋鸡 醉虾,2019-01-28 18:47,等的有点久，趁等位的时候去逛了河坊街，吃了些小吃导致两个人真来吃饭点不了几个菜了…杭式卷鸡前一桌刚好点完…不错点的大肠油淋鸡和醉虾都很不错～平时不太吃大肠，这个外皮很脆香，处理的也很干净，油淋鸡很嫩，醉虾我没吃老公说好吃，比较别的地方现在很难吃到了～	
一只松软的鸟,http://www.dianping.com/member/31223891,40,口味：5.0 环境：4.0 服务：4.0,,2019-01-28 14:41,心心念念的福缘居，下班过来晚了还要排号。店里依然嘈杂，环境就是不太好的，服务员态度也老样子。但架不住东西好吃。糖醋里脊和糖醋排骨竟然都没有了，摔！拌臭豆腐是第一次尝试，意外的还不错。蛋黄子排味道中规中矩。脆皮大肠还需要评价吗哈哈哈经典中的经典。	
cn莎莎,http://www.dianping.com/member/189177827,40,口味：4.0 环境：4.0 服务：4.0 人均：0元,,2019-01-28 12:22,福缘居【卤大肠】又脆又香，不愧是这家店的招牌。【油淋鸡🐔】比起大肠，更喜欢这个鸡。做法有点类似脆皮鸡。但是淋了酱油和葱花，我一直以为是白切鸡来的，皮很脆，很好吃。鲜嫩入味，上面撒的葱花，点缀的更好看的同时，也为这道倒增添了一抹清新。【蛋黄南瓜🎃】炸到外酥里软的南瓜，外面包裹着咸蛋黄的香甜～	
睿睿12,http://www.dianping.com/member/3674478,50,口味：5.0 环境：4.0 服务：5.0,喜欢的菜： 油淋鸡,2019-01-28 12:04,菜品味道非常好，老板推荐的汤也非常不错，喜欢，虽然去的比较晚，但是人还是不少，店家生意非常好，很多本地人，游客慕名而来，感觉盲点不会失望，老板很好，赶上下雪，还告诉我们怎么好打车，会再去的店铺，非常好	
匿名用户,匿名用户,40,口味：4.0 环境：3.0 服务：4.0 人均：100元,喜欢的菜： 酱肉冬笋蒸素鸡,2019-01-27 21:47,「卤大肠」入口惊艳，脆糯脆糯的，但是分大圈子和肠子尾部，大圈子很香，有一半是尾部，就是完全没有油的，只有一层皮，很干很老很油完全不能吃「醉虾」还行，虾很大，味道还算可以「酱肉冬笋蒸素鸡」这个菜真的是连连称赞！素鸡很嫩！腊肉香的飞起来「西湖莼菜汤」这个不行，和杭州酒店的不能比呢	
阿梓,http://www.dianping.com/member/294691215,50,口味：5.0 环境：5.0 服务：5.0 人均：0元,喜欢的菜： 油淋鸡 蛋黄南瓜,2019-01-27 19:38,总算总算安排上【福缘居】了总是被这个博主念叨被那个博主宠幸的一家是和我夏天一起吃滴我们点了几个招牌菜可惜我爱的糖醋里脊卖光了才晚上6点多呀呜呜呜👉卤大肠我不是很爱吃大肠一人不过这家的我爱上了的确是脆皮滴而且酱汁也很好吃肥瘦相间👉油淋鸡量好大的我是一个嗜葱如命的人吃完了想打包鸡肉也挺嫩的一点都不会老👉蛋黄南瓜我好像去江浙菜的馆子里就会点呢这家冷了之后会有一点点油不过是可以接受的范围哈微博同名欢迎关🐷	
牙牙鱼仔,http://www.dianping.com/member/1123341449,50,口味：4.0 环境：5.0 服务：4.0,喜欢的菜： 油淋鸡,2019-01-27 11:28,工作间隙匆匆忙忙打卡了杭州本帮菜十一点多店里几乎坐满是工作日没有等位跟着推荐点的菜还好都没踩雷「油淋鸡」又香又嫩皮也很酥脆淋上葱油在甜咸口的汤汁中滚一圈入口即满足「卤大肠」不吃大肠的我刚开始是抗拒的看了一圈点评最后还是屈服于美味大肠处理得当完全没有奇怪的味道口感Q弹很有嚼劲再蘸上秘制酱汁简直要爱上了「蛋黄南瓜」从小到大吃过很多次不得不说各个地方的蛋黄南瓜都各有特色蛋黄的咸包裹着南瓜的甜吃多了容易上瘾喔「香菇青菜」青菜永远是真爱用来清口解腻百吃不厌的经典	
妳好Nihao,http://www.dianping.com/member/18425386,40,口味：5.0 环境：3.0 服务：3.0,喜欢的菜： 油淋鸡 酱肉冬笋蒸素鸡 抱腌菜毛豆,2019-01-27 07:52,【福缘居】福缘居现在也是杭帮菜里的小网红啦差不多人人推荐系列排队是日常。不过老板没浮躁依旧踏踏实实烧菜味道还是那么地道价格也很合理！卤大肠。处理得特别干净一圈圈的样子都很美外脆内嫩也很有韧性卤得入味嚼起来特别香加上秘制蘸酱又能缓解一定油腻一盘上桌分分钟被抢光。油淋鸡。第二招牌啦。切好的半只鸡淋上葱花热油扑鼻的葱油香味就已经很加分了。鸡肉非常嫩滑鸡皮超薄不会太咸口味恰到好处炸臭豆腐。这种菜最怕做精致了他家就很好炸得丑不拉几的但是趁热咬开特别酥脆可口。配的辣酱是从小爱到大那种虽说是辣酱让人迷恋的却是里面的咸鲜酱肉冬笋蒸素鸡。很有过年气氛的一道菜底下的素鸡看起来朴素但其实特别入味铺满满的冬笋腊肉咸鲜味都渗了进去。每一筷都超级满足！抱腌菜毛豆。应季的菜是最好吃的比如深冬的抱腌菜。咸鲜爽脆炒个嫩嫩的毛豆加点杭州人爱的小辣特别下饭。什么时候夏天回去吃芦笋嫩菱啊。菜量太大吃不完全打包走了。他家真的好吃啊不能浪费就建议想吃的早点去等位啦错开饭点高峰。	
青茗甘饴,http://www.dianping.com/member/443842,40,口味：5.0 环境：3.0 服务：4.0,,2019-01-26 23:20,福缘居简单的招牌根本就掩饰不了店堂里炙热的烟火气星期六下午一点半还要等三桌呢。等位的几分钟同老板娘聊一歇，说她家一天炖四只鸭儿（不是高压锅压出来的），要一个上午的时辰，不大吃得到的，果断来一只汤色偏乳白，一看就是用腌火腿炖的，汤底有很多笋干，舀一勺汤汁，恩，鲜掉眉毛，鸭儿炖得酥烂，香香香。脆皮大肠是招牌，沾着卤汁吃的，外脆里嫩不油腻；鱼头我喜欢红烧的吃法，家烧鱼头正合心意，鱼是当天的新鲜货，煎鱼的火候拿捏得恰到好处，入味；皮儿荤素的青菜这几天打过霜，甜甜糯糯。两个人，四只菜，刚刚好，看着满堂吃饭的杭州老炮儿，就两个字：乐胃	
自由的小孩,http://www.dianping.com/member/1197879317,40,口味：3.0 环境：3.0 服务：4.0 人均：65元,,2019-01-26 13:56,味道不错，就是有点油腻，这次来有点饱吃不太下，油淋鸡蛮香的～	
该会员已下线,http://www.dianping.com/member/17256534,40,口味：4.0 环境：4.0 服务：3.0,喜欢的菜： 脆皮大肠,2019-01-26 12:29,#我为VIP代言#🌜脆皮大肠好惊艳🌛来杭州第一顿（好像也是唯一一顿）正儿八经的杭帮菜，虽然在一个巷子里，但人气真的不是盖的，午市14:00结束，我们快13:30到的前面还有十几桌。基本上少人的话都是拼桌的。上菜速度说实话很慢，而且油淋鸡是吃到最后才说早上那轮的鸡已经卖完了，还要等，所以取消了，哎呀真的好想吃油淋鸡啊。「脆皮大肠」真的太好吃了8，第一次觉得稍微有点甜口的大肠那么棒。处理的还算挺干净，应该是外皮有炸过一下，有点脆脆的，里面还保留了大肠原来的韧韧的口感。卤汁也相当好吃，跟大肠原来有一点甜味竟然相得益彰。「尖椒笋干东坡肉」本来不太喜欢吃肥肉的，但这道菜里的东坡肉讲真的还不错，虽然肥油部分也不少，但吃着不腻，入口即化。笋干不柴，嫩嫩的。	
