区域,北京,餐饮类型,火锅,店铺id,264019,店铺名称,东来顺饭庄（三里河店）,经度,116.346527,纬度,39.911789
用户,星级,评论
匿名用户,4.0,很好吃，这次一下买了30元的，棒^_^
chihuodpz,5.0,给直接送过去的，抹茶的味道特别好，夏天吃棒棒的！值得推荐，老板也特别好
向晴一衣,5.0,一小时快速做完，态度超级好，蛋糕分量也很足。如果多几样选择就好了，例如6lb的，并且几种蛋糕给个配图更直观了
lPH661062018,4.0,很好，很喜欢不错，味道也不错，卖相也好看。
韩仙子的,3.0,自己过生日买的蛋糕，是巧克力味的，下次要换一口味了，不喜欢苦的东西！
马双燕,5.0,朋友很开心，造型不错，口感也很棒，在昌平很信赖沁香园。
mTV747993312,4.0,还不错 有点腻奶油  做的挺漂亮
至高吴尙,3.0,10寸个头挺足，很好#肉松面包##激情燃烧#很好很好吃
BJE570201015,3.0,还可以吧。对得起这个价格。送货上门
zze684028229,5.0,蛋糕很棒，奶油，里面的蛋糕胚都很好，很漂亮，我们都很喜欢，由于刚来昌平不久，不认识路，就让店家给送，结果让他跑了很长的时间，非常感谢，以后会经常来的，推介大家购买，真的很不错哦，大家可以直接看图，真心不错
efy26304151,4.0,第二次预定，很方便，很喜欢，很浪漫
老宋312,4.0,我朋友生日时给买的，特好吃，一点也不油腻，确实可以作为生日蛋糕的首选店家
silly这人不错,5.0,帮朋友订的，服务态度很好，挺麻烦老板的
zdH188127553,5.0,第二次了团购，以前都是亲自去他家定，现在方便了，就是好吃，没顾上拍照，遗憾
anxinmengliren,5.0,第二次团购了，真心感觉很好这次是亲眼看着做的很干净！
qiaokelismysmy,4.0,买了好几次 他们家的蛋糕棒棒哒
zeyang521,5.0,我选择送货上门，蛋糕很美味可口，做的也不错，总之以前也老在这家买，经济实惠也不贵，我挺喜欢这家，到时候有朋友过生日也可以直接去店里买，我们一共6个人都说味道还挺正的，嘿嘿，主要不是我过生日，我吃的最多，原因太好吃啦，太赞
rqW937665937,5.0,已经团购两次了，味道不错，还给配送到家，推荐一个！儿子马上过生日了，还准备在这里买。
nini8656555,4.0,蛋糕好吃，送货速度快，下次还会来。
匿名用户,4.0,送货上门  态度很好  电话接待的美女也超级好  蛋糕漂亮  以后还会购买！！
崔文婷1985,3.0,挺不错的，好久没去了，品种增多了
匿名用户,3.0,蛋糕真不错，味道蛮好的，店里的服务态度好。
LQV552185401,4.0,主要是便宜，味道还行，样式还是挺好的。
锦灰锦灰,5.0,我都是常客平时想吃也直接从这买，味道很好噢～
RSn33097851,5.0,很好吃啊，我们宿舍都在这儿买蛋糕，服务也不错
匿名用户,2.0,难道换师傅了，越来越不好吃了，以后还是不能图便宜，样子看起来还行，就是蛋糕吃起来太粗糙
阿宝是吃货shmily,4.0,订的生日蛋糕，很好吃，给送到学校，很不错
HxI200285892,5.0,很好吃，蛋糕做的也很漂亮，包装精美
family868686,4.0,味道不错。性价比超高，楼上说和味多美差不多夸张了，但比一般小店的好吃。下次定个慕斯的试试。奶油微微腻，蛋糕坯子还成，挺细腻的，就是略微口感不滑腻，这个价格相当值啦。比我家附近小店的好吃多啦。没吃完还剩了些。
向晴一衣,5.0,常客，不用多说了。性价比之王。和稻香村有的一拼。蛋挞还可以再提升一些
一枚明亮的女子,5.0,挺好的 也挺棒的 服务态度超好
TBg705151547,5.0,老板娘很热情，蛋糕很漂亮还会再来！
KEc414262581,5.0,很好，以前就买过，物超所值！在
雨上晨芙,5.0,不得不说，服务一流！下次还会首选！！
GzJ693910271,4.0,给老人过生日订的蛋糕，味道不错！
VSG899093547,4.0,很好吃，很不错，好久没吃过了，
ppoopp321,3.0,蛋糕一直很不错，经常从这一家订购～
超人不会飞Ai,4.0,昌平人都知道的蛋糕店，老客户了，每次订蛋糕都是他家，价钱合理，味道好，孩子很喜欢
bjgwsyzzz,4.0,蛋糕做的还不错，值得推荐～好评～
theghostisreal,3.0,店面比较小，蛋糕口味比较老派，但价格适中
XfB331312518,4.0,挺好的，买了好几个了，便宜实惠
xgbycx,4.0,蛋糕味道都一样，还凑合。下大雨让老板送到学校，赞一个
匿名用户,5.0,很好吃，做到也很快，很方便，很好吃
MEy591535103,5.0,非常bucuo，第一次在这家买，很实惠8个人都吃不了
KuS510841485,3.0,不错，服务态度很好，蛋糕也很好吃，下次还来
粉色卷耳菟,4.0,买的巧克力慕斯 家人都说不错 几遍还凉凉的真心觉的不贵 也很好吃
SevenCN.,3.0,挺好的，蛋糕里面还夹一层的奶油和什么果肉，如果喜欢奶油的推荐，不喜欢的就不行了。吃不下，很大
MC钿哥,5.0,好吃，便宜，离家位置很近不错好评
sasa527620882,1.0,让十点半送到  我跟大太阳下等你等一小时  十一点半才到  到了还跟我说昨天定的时候没说让送！  你们不交接吗  接电话的干嘛吃的！   昨天说了不止一次给我送到哪  几点送到   太没责任心了你们  就因为团购就这么对待吗
Tutu彤,5.0,好吃!家里人都说好吃!非常超值!
KuS510841485,4.0,不错，服务态度很好，蛋糕也很好吃
cnZ792152078,4.0,很好吃，但是包装不是很好，路上带子开了
土豪cc,4.0,价位合适，也非常好吃，都说非常漂亮
匿名用户,4.0,价格优惠，味道也还可以，是个不错的选择。
swift_lee2413,5.0,蛋糕味道非常好，做工也细致，10多年的老店了，品质如一！
edward900,4.0,不错，物美价廉，性价比可以！OK看看
CVH566269515,4.0,挺好的  正好下雨自己去店里拿的 挺满意的。
lxw986460702,3.0,味道不错，外观也不错，送货上门，方便～
bettttyyy,5.0,抹茶慕斯超好吃 第二次定了～～推荐
匿名用户,4.0,下次不订巧克力的了，不怎么好吃，口味一般
KiK372499781,5.0,好吃，曲奇饼大爱啊，开了好多年的店，东西都好吃
zui422886057,4.0,蛋糕还行，，吃这还好，但是价格真心便宜很实惠，
KiK372499781,5.0,口味很好，开了很多年了，东西都好吃从上学吃到上班
UcZ582684144,4.0,服务超级好。虽然蛋糕样子送错了，但是服务态度啥的都没得顺。我喜欢，以后生日还定这个。
星瞳美团,5.0,一如既往的好吃。奶油细腻，一点也不会甜腻。很好吃！
Renrong520,5.0,服务好速度快，味道美。蛋糕更好吃。
HyV23937164,4.0,味道不错 好吃 实惠 还好看。
美灰团灰,3.0,还可以，不是很精致，但是很便宜
oQD185654271,5.0,儿子过生日买的，八寸的，全家五个人吃，还有两个朋友，正好。非常好吃，超值。
疯狂拖拉机Z,4.0,买得很大，送货速度快。写少了还不行
匿名用户,5.0,巧克力的口味还不错，这次特意要了个巧克力口味的尝了尝，超乎自己的想象，店家也很贴心，祝生意兴隆
许小贱子,5.0,蛋糕细腻，奶油也很好，不比味多美什么的差
chjzhou0127,5.0,全家人吃的很开心，蛋糕的口感很好，量也足够，希望下次再来。
OYb852835258,4.0,价钱公道合理， 个人觉得不错。
遛小鸭,5.0,奶油和蛋糕都很好吃，买过两次了，物美价廉。
moxiaomi128,4.0,吃了好几次了，很好吃，下次还会来的，喜欢
Renrong520,5.0,非常好非常棒，下次还预订。赞赞
Zsp832535549,5.0,很好吃，样子好看，服务也很周到。
MCU892129709,2.0,事实上的话说话的话说明我是家里的
左岸树2014,4.0,绑蛋糕的带子不错，口味就那样吧，实惠
hDs121739810,5.0,非常准时，味道不错，值得信赖。
wash86,4.0,价格实惠 这家店在这十多年了还是有道理的 不错
锦灰锦灰,5.0,多次购买了，值得推荐大家去买，美团上的口味都吃过了，不错哦。
匿名用户,4.0,蛋糕口味挺好，服务态度满意，店内环境整洁，
aWi776185509,5.0,蛋糕不错，好吃。实惠。家人很满意。还会光临#团团圆圆# #香妃蛋糕#
北青郝亚丽,4.0,味道不错，价格很实惠，下次有事还会选他家定蛋糕，提前一天可以当慕斯蛋糕哦，下次试试
liufeifei126,5.0,蛋糕准时送到了，很漂亮。吃着也不腻，下次还来你家定
滴答滴答嘟嘟嘟,5.0,没见到，不过应该是不错的！服务好！
牛魔王雄起,5.0,不错呀！口味独特蛮好的，下次还来
匿名用户,5.0,质量第一，品味可口，值得信赖，好吃不贵，服务第一！！！
匿名用户,5.0,第一次购买，哈哈，我可是跨了一千多公里过来购买的哦，慕斯不错，我弟很喜欢，就是面包层有点粗糙，但是很值
cup1953,3.0,慕斯的确实比较好吃，味道不甜腻。就是要提前预约比较麻烦。
齐晓宁1,5.0,蛋糕太好吃了，而且还送货上门，服务太贴心了
zdH188127553,5.0,这是10多年的信任，值得购买，根本不用考虑的
lvR472158103,4.0,不错，挺好的，经济实惠，下次继续团购
我是乔哥1125,5.0,挺好的，很不错！达到窝滴要求了
_qqw5t1378712882,5.0,一打开，特别香，要的果香悠扬，不喜欢中间的水果都是丁的，就要求换的水果都是片的。不错，非常不错，走的时候想要个宣传册以后直接看要什么的，老板说看到什么样式的，把图片给他，就可以做，很贴心的。以后就你家了。。
mgc382107066,5.0,抹茶蛋糕超级好吃！！！！真的分分钟舔盘的节奏，太爱了。一个八寸的蛋糕，我们四个人吃的很饱了。味道超好，老板人很不错。
路玉明,4.0,服务非常好，短信预约回复及时，到约定时间取货，蛋糕刚刚做好，时间掌握的很恰当，味道也很好，谢谢店家
匿名用户,5.0,好评非常满意，物流很好。包裹严实
mileyaaaaa,3.0,订过好几次了 服务非常好 每次都是团购完直接打电话就给做了 这样就省了一趟麻烦 蛋糕很好吃 特别实在 用料很丰富 以后还会继续来订
cof487539188,5.0,一如既往的喜欢，味道不错价格合理！
秦呆呆123,5.0,味道不错，物美价廉，这个价钱很值
Ozx955074843,5.0,蛋糕漂亮，好吃，还能免费配送，服务好
mBj33942214,5.0,服务态度很好，可惜没尝到口味，也没图，不过家人反馈口味不错。
Meowsunnie,2.0,味道一般般，样子还行，反正没吃完，大小够5个人
DCd287298310,5.0,团的很实惠，过几天再团一个，不过慕斯蛋糕要提前一天订
mozi68,5.0,味道很棒的！态度热情！下次还会再去的！
cpc4652676159788,5.0,蛋糕漂亮，口感非常好，就连挑剔的儿子都很满意，巧克力口味的也很好吃
大个的精灵,5.0,这是我第一次为朋友订蛋糕，他们超级喜欢。我喜欢巧克力，所以蛋糕外围的巧克力片几乎被我吃光。还有就是蛋糕房的大哥，很贴心，会根据客户的需要送蛋糕，让我在朋友面前很有面子。最后就是蛋糕的品质，说实话，颜色搭配还稍稍淡了点，以后加油吧！
gvI757372120,5.0,好吃的没话说 ，宝宝非常喜欢，妈妈也说味道非常棒。便宜好吃，完美。大爱。
Qunfeiwenqi1698,5.0,蛋糕的味道非常棒，服务态度也非常好。
aVV912032827,4.0,团购价钱合适，包间有点小，不过两三个人也够了
gaodingding310,5.0,多次购买，味道真的不错，不觉得比味多美什么的差，经济实惠
桑树叶子的春天,4.0,挺好吃的，下次还会光顾，好吃，点个赞
梧桐雨下的夜,3.0,还不错，可以送货上门。态度很好
eolya,3.0,帮别人买的，听说还不错！朋友说还会再光顾！
EAR435661747,5.0,买过很多次了，依旧很好吃，尤其是慕斯的
youngz丶,5.0,蛋糕胚是巧克力的，淋上咖啡味的奶油，总之就是巧克力加咖啡的蛋糕，口感灰常好入口不腻，今天过生日蛋糕是大大滴好吃，必须好评点赞，店家电话里的服务也很热情，虽然不能送货上门但是真哒非常开心～
凯歌315,4.0,还行吧，本来想慕斯的，但告知要一天前预订，还好吧
sliver银翼,3.0,朋友说有点甜，样子还挺好看的，有人说看起来像米饭
nyf77319309,3.0,很好吃，很实惠，便宜了很多，东西看着也很精致，做的速度很快，东西很好啊
KiK372499781,5.0,好吃极了，买好多次了，超级实惠，真心好，赞，还会再买的
团嗨P,5.0,非常满意，物美价廉，最最主要是免费送货上门，小伙很帅送货准时，超赞
兜兜201406,4.0,蛋糕按时间送的很及时，味道也不错！已经第二次购买了！
KiK372499781,5.0,不错，实惠好吃，开了好多年了，真心赞
梦回马栏山,4.0,挺大一个，蛋糕师还免费帮我设计很不错。美团团购非常方便实惠，唯一可惜的是门口没有停车位，结果被拍了，罚了好几百。
菲情2010,5.0,很好，一直从他家订蛋糕，速度快，还送货到家
rVN987578544,5.0,口味还是一如既往的好，到店后立即就可以预定，做的很快，服务很好！
liuninglove2009,4.0,一家四大一小定的8寸的没吃完，蛋糕不错
